'NazevZarizeni','Obec'
'Stomatologie-Ortodoncie Mendlovo nám. s.r.o.','Brno'
'Magistr TOM s.r.o., Lékárna + zdravá výživa','Brno'
'Excellent Dent s.r.o.','Brno'
'Bc. Ondřej Kapusta','Brno'
'BARDENTA, s.r.o.','Brno'
'ORL A LOGOPEDIE s.r.o.','Brno'
'Fyzioterapie a RHB Mikulov s.r.o.','Brno'
'Lékárna Korunka s.r.o.','Brno'
'Bc. Eva Brunclíková','Brno'
'Zdravotnická záchranná služba Jihomoravského kraje, příspěvková organizace','Brno'
'MUDr. Martin Man','Brno'
'MDDr. Alena Šmídová Kopecká','Brno'
'Kamila Sedlaříková','Brno'
'EUROGYN MUDr. Marie Huvarová s.r.o.','Brno'
'EUROGYN MUDr. Ivan Huvar s.r.o.','Brno'
'IATREIA - MD s.r.o.','Brno'
'ORTOGYN s.r.o.','Brno'
'AKI, spol. s r. o.','Brno'
'MUDr. Ivo Vaněček s.r.o.','Brno'
'Oční ambulance MUDr. Zuzana Horáková, s.r.o.','Brno'
'MUDr. Zábranský s.r.o.','Brno'
'Psychiatrie Vyhlídka s.r.o.','Brno'
'Neurologie U pošty s.r.o.','Brno'
'DermasineD s.r.o.','Brno'
'MUDr.Veronika Tomková, CSc., s.r.o.','Brno'
'SPADIA LAB, a.s.','Brno'
'Šikl & Caha stomatologie s.r.o.','Brno'
'MEDAMA sante s.r.o.','Brno'
'Praktický lékař MUDr. Renáta Novotná s.r.o.','Brno'
'Dětská primární péče, s.r.o.','Brno'
'Chirurgie MUDr. Marťanová, s.r.o.','Brno'
'Psycholog.eu, s. r. o.','Brno'
'MDDr. Jan Kopřiva','Brno'
'Green wings s.r.o., Lékárna Zelený Anděl','Brno'
'Sanovia, a.s.','Brno'
'Mgr. Olga Haufová, NAŠE LÉKÁRNA','Brno'
'SNL Dent s.r.o.','Brno'
'Mgr. Ilona Mravcová, s.r.o., Lékárna Proti Sv. Anně','Brno'
'OFTALMED s.r.o.','Brno'
'BC Medical s.r.o.','Brno'
'Dana Šandová','Brno'
'PRO SMILE, s.r.o.','Brno'
'Supradent Plus, s.r.o.','Brno'
'Zubní centrum Durďákova s.r.o.','Brno'
'Libdent s.r.o.','Brno'
'Gynekologie MUDr. Jan Miklica s.r.o.','Brno'
'DIABETOLOGIE Pisarčíková s.r.o.','Brno'
'Redant med s.r.o., Lékárna Selská','Brno'
'MUDr. Monika Trubáková, s.r.o.','Brno'
'MUDr. Leona Žáková','Brno'
'Ungerová - neurologie s.r.o.','Brno'
'Centrum pro zdraví - kardiologie s.r.o.','Brno'
'MUDr. Markéta Zahrádková s.r.o.','Brno'
'MUDr. Petr Tomandl','Brno'
'MUDr. Eva Ryšavá, s.r.o.','Brno'
'Zuby Brno s.r.o.','Brno'
'Zuby Brno s.r.o.','Brno'
'MUDr. Jan Komárek s.r.o.','Brno'
'BENU Česká republika s.r.o., BENU lékárna','Brno'
'Karident s.r.o.','Brno'
'Ortolab Brno s.r.o.','Brno'
'MUDr. Ludmila Vomelová s.r.o.','Brno'
'SkenoDent s.r.o.','Brno'
'DiaPraB s.r.o.','Brno'
'liligyn s.r.o.','Brno'
'Ordinace praktického lékaře Pod Palackého vrchem s.r.o.','Brno'
'MUDr. Igor Sas','Brno'
'KalaDent s.r.o.','Brno'
'EUC Klinika Brno s.r.o.','Brno'
'EUC Klinika Brno s.r.o.','Brno'
'MUDr. Jiřina Machátová s.r.o.','Brno'
'Lubomír Kukla CSc.','Brno'
'Mudr. Tomáš Kubelka','Brno'
'Mgr. Veronika Gistrová','Brno'
'NOVAOPTIK JP, s.r.o.','Brno'
'Sdružené ordinace Brno.střed s.r.o.','Brno'
'MUDr. Yvona Zlámalová s.r.o.','Brno'
'ROSA DENT s.r.o.','Brno'
'MUDr. Jakub Rapi','Brno'
'MUDr. Lenka Kostelníková, s.r.o.','Brno'
'LOGOPEDIE Brno, s.r.o.','Brno'
'MUDr. Juraj Jarošík','Brno'
'SCR s.r.o.','Brno'
'MUDr. Lucie Kučerová','Brno'
'Dentiva s.r.o.','Brno'
'MUDr. Hana Slámová s.r.o.','Brno'
'FYZIO - Konečná, s.r.o.','Brno'
'AeskuLab Patologie, k.s.','Brno'
'Supradent, s.r.o.','Brno'
'XC dent s.r.o.','Brno'
'ORL - komplexní léčba s.r.o.','Brno'
'Sylwia Magdalena Koláčková DiS.','Brno'
'MUDr. Jaroslav Petr','Brno'
'MUDr. Eva Petrová','Brno'
'Dr. Švandová - klinická logopedie, s.r.o.','Brno'
'Mgr. Markéta Černovská','Brno'
'Mgr. Darina Kocúrková','Brno'
'MEDILANPOS, spol. s r.o.','Brno'
'Zubař Brno, s.r.o.','Brno'
'NevDent, s.r.o.','Brno'
'BESTDENT s.r.o.','Brno'
'Dental Help Brno s.r.o.','Brno'
'Oční lékař MUDr. Helena Pellarová s.r.o.','Brno'
'PRIMALOGOPEDIE s.r.o.','Brno'
'MUDr. Martin Chochlík','Brno'
'Kyselovský stomatologie s.r.o.','Brno'
'Kernspin s.r.o.','Brno'
'MUDr. Simona Holcová s.r.o.','Brno'
'Rehabilitace MUDr. Mertová s.r.o.','Brno'
'RTG + SONO, s.r.o.','Brno'
'Zubní Purkyňova, s.r.o.','Brno'
'Petra Bielczyková','Brno'
'MUDr. Alena Krásová s.r.o.','Brno'
'MDDr. MUDr. Lucie Klempová','Brno'
'Rehabilitace ZAB, s.r.o.','Brno'
'Schöbl Medicine, s.r.o.','Brno'
'MUDr. Kateřina Kolářová s.r.o.','Brno'
'MUDr. Marie Petrásová, s.r.o.','Brno'
'MUDr. Dagmar Vašková s.r.o.','Brno'
'MUDr. Michaela Koukalová s.r.o.','Brno'
'LAGI s.r.o.','Brno'
'MUDr. Milada Dostálová, s.r.o.','Brno'
'MUDr. Ondřej Pavlík','Brno'
'MDDr. František Drmola','Brno'
'MUDr. Tomáš Zelníček','Brno'
'Mgr. Petra Štelclová','Brno'
'DenSmileBrno s.r.o.','Brno'
'HIT dentlab s.r.o.','Brno'
'Wolfdental s.r.o.','Brno'
'Sanitas Animae s.r.o.','Brno'
'ORL ambulance MUDr. Cvrkalové, s.r.o.','Brno'
'MUDr. Eva Skotáková, s.r.o.','Brno'
'Stříbrná interna s.r.o.','Brno'
'RehaYog, spol. s r.o.','Brno'
'RehaYog, spol. s r.o.','Brno'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Brno'
'SL Dent s.r.o.','Brno'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Brno'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Brno'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Brno'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Brno'
'GT - DENT, s.r.o.','Brno'
'ČESKÁ LÉKÁRNA HOLDING, a.s.','Brno'
'MeDiLa spol. s r.o., odběrová místnost','Brno'
'MeDiLa spol. s r.o., odběrová místnost','Brno'
'MUDr. Pavel Turčáni','Brno'
'Psychiatrická ambulance MUDr. Hana Hornochová s.r.o.','Brno'
'MUDr. Pavel Kobzík','Brno'
'MUDr. Michaela Krahulcová','Brno'
'MUDr. Eduard Minks','Brno'
'Bc. Markéta Šuráňová','Brno'
'PAVEL HUDE','Brno'
'MUDr. Petr Šín','Brno'
'MUDr. Petr Šín','Brno'
'MUDr. Petr Šín','Brno'
'MUDr. Petr Šín','Brno'
'MUDr. Tomáš Ventruba','Brno'
'MUDr. Zora Jakubíková','Brno'
'MUDr. Sabina Sellner','Brno'
'Herlango, s.r.o.','Brno'
'PhDr. Sabina Goldemundová','Brno'
'Herlango, s.r.o.','Brno'
'Herlango, s.r.o.','Brno'
'MUDr. Petr Unčovský','Brno'
'MUDr. Roman Malý','Brno'
'MUDr. Roman Malý','Brno'
'synlab czech s.r.o., odběrová místnost','Brno'
'synlab czech s.r.o., odběrová místnost','Brno'
'PhDr. Jarmila Turbová, s.r.o.','Brno'
'MUDr. Jana Fabíková, s.r.o.','Brno'
'ParaCENTRUM Fenix','Brno'
'Poliklinika MUDr. Rudolfa Kropáče, s.r.o.','Brno'
'AeskuLab k.s., odběrová místnost','Brno'
'Success Smile s.r.o.','Brno'
'AngioClinic Brno s.r.o.','Brno'
'Diagangio s.r.o.','Brno'
'General Praktic s.r.o.','Brno'
'Dětská fyzioterapie, a.s.','Brno'
'SUNDENT s.r.o.','Brno'
'ST.FORTIS s. r. o.','Brno'
'AVE Dental s.r.o.','Brno'
'DENTARIA stomatologie, s.r.o.','Brno'
'Alergologie Němcová s.r.o.','Brno'
'Brněnský Medopoint s.r.o.','Brno'
'Zdravotnická záchranná služba Jihomoravského kraje, příspěvková organizace','Brno'
'MUDr. Hana Mihulová','Brno'
'ORTEA, spol. s r.o.','Brno'
'Zdravotnická záchranná služba Jihomoravského kraje, příspěvková organizace','Brno'
'BENU Česká republika s.r.o., BENU Lékárna','Brno'
'Endokrinologie Dostálová, s.r.o.','Brno'
'ROD dental s.r.o.','Brno'
'ROD dental s.r.o.','Brno'
'David Kotek DiS.','Brno'
'MUDr. Karel Pelikán','Brno'
'REVMACLINIC, s. r. o.','Brno'
'NeuroBrain s.r.o.','Brno'
'DC - Flipper s.r.o.','Brno'
'Sanus Brno','Brno'
'MUDr. Petra Havlíčková','Brno'
'Media Management Group, s.r.o.','Brno'
'Exmarket MC, s.r.o.','Brno'
'Mgr. Radka Kubelková','Brno'
'MUDr. Jana Bartošková','Brno'
'MedLog Logistic s.r.o.','Brno'
'Ultrazvuk - MUDr. Věra Hanušová s.r.o.','Brno'
'MEDIHOF Brno s.r.o.','Brno'
'HD OPHTHALMIC s.r.o.','Brno'
'HD OPHTHALMIC s.r.o.','Brno'
'BelleMED s.r.o.','Brno'
'MDDr. Olga Frydrychová s.r.o.','Brno'
'Klinicko psychologická praxe GESTALT, s.r.o.','Brno'
'MUDr. HELENA BEZDĚKOVÁ - stomatologie, s.r.o.','Brno'
'Dental Sedláček s.r.o.','Brno'
'Mgr. Bc. Iva Korábová','Brno'
'MDDr. Štěpán Jurčík','Brno'
'Soukromá klinika LOGO s.r.o.','Brno'
'Audiologie foniatrie s.r.o.','Brno'
'MUDr. Martin Plachý','Brno'
'Radka Žitná','Brno'
'MUDr. Věra Kosová','Brno'
'MUDr. Radek Pacola','Brno'
'MUDr. Helena Sedláková','Brno'
'MUDr. Helena Sedláková','Brno'
'PANDA Medic, spol. s r. o.','Brno'
'MUDr. Michal Pohanka','Brno'
'MUDr. Radmila Vyzulová','Brno'
'Rudolf Svoboda','Brno'
'Renata Giacintová','Brno'
'MUDr. Miroslava Navrátilová','Brno'
'MUDr. Ludmila Pšenčíková','Brno'
'MUDr. Karel Ludikovský','Brno'
'MUDr. Josef Všetíček Ph.D.','Brno'
'MUDr. Irena Žáčková s.r.o.','Brno'
'Bc. Kamila Stejskalová','Brno'
'Mgr. Eva Šafářová','Brno'
'ELIMATES BRNO s.r.o.','Brno'
'Bc. Simona Pochylá','Brno'
'Neurologie Šalé s.r.o.','Brno'
'Ondřej Karpíšek, DiS.','Brno'
'MUDr. Jitka Tesařová, spol. s r.o.','Brno'
'Český zubař s.r.o.','Brno'
'MUDr. Eva Bayerová, s.r.o.','Brno'
'VVV CLINIC s.r.o.','Brno'
'MUDr. Martin Skutil s.r.o.','Brno'
'Stomatologické centrum MUDr. Přívarová s.r.o.','Brno'
'ANIRDA s.r.o.','Brno'
'MS plus Dent, s.r.o.','Brno'
'Mgr. Roman Koubík','Brno'
'MUDr. Dagmar Mergeščíková s.r.o.','Brno'
'MIMAMED s.r.o.','Brno'
'Paincare s.r.o.','Brno'
'Bohumila Kuderová DiS.','Brno'
'MUDr. Darja DOBŠÍKOVÁ s.r.o.','Brno'
'Klinická psychologie a poradenství Brno s.r.o.','Brno'
'Link-in a.s.','Brno'
'PhDr. Martina Kosová','Brno'
'Mgr. Hana Karberová','Brno'
'MUDr. Lucie Kučerová','Brno'
'Práh jižní Morava, z.ú.','Brno'
'DS radiodiagnostika s.r.o.','Brno'
'MUDr. Tomáš Slanina','Brno'
'MUDr. Marie Charvátová - gynekologie s.r.o.','Brno'
'Mgr. Lenka Jakubíčková','Brno'
'Sdružené ordinace Bystrc s.r.o.','Brno'
'Luskač s.r.o.','Brno'
'MUDr. Ilja Knotek s.r.o.','Brno'
'MEDEA Praktik s.r.o.','Brno'
'PREV - MED s.r.o.','Brno'
'MUDr. Jitka Vokurková, Ph.D.','Brno'
'synlab czech s.r.o., odběrová místnost','Brno'
'MEDIK HAUS s.r.o.','Brno'
'AMBUTRANS s.r.o.','Brno'
'Praktický lékař Brno s.r.o.','Brno'
'Medikali s.r.o.','Brno'
'MUDr. Věra Hanáková s.r.o.','Brno'
'ESTELA PLASTICKÁ CHIRURGIE s.r.o.','Brno'
'Zubní laborka s.r.o.','Brno'
'MUDr. Radmila Juračková s.r.o.','Brno'
'TriannyMed s.r.o.','Brno'
'Leonardi MedCz s.r.o., Lékárna Vinohrady','Brno'
'Filip Momčil','Brno'
'Mgr. Tereza Dvořáková Ph.D.','Brno'
'Mgr. Renata Schindlerová','Brno'
'NUTRON, spol. s r.o.','Brno'
'Sdružené ordinace Komín s.r.o.','Brno'
'AJEM s.r.o.','Brno'
'PHARCY s.r.o.','Brno'
'GRADUMA s.r.o.','Brno'
'MUDr. Jitka Filipová s.r.o.','Brno'
'Jipharm s.r.o., LÉKÁRNA VITA','Brno'
'MUDr. Dagmar Seidlová','Brno'
'MUDr. Dagmar Seidlová','Brno'
'Nikol Otruba Kotasová DiS.','Brno'
'VOLFOPTIK BRNO s.r.o.','Brno'
'BK CARE s.r.o.','Brno'
'TeamPrevent-Santé, s.r.o.','Brno'
'MUDr. Barbora Peloušková','Brno'
'Infekce Brno s.r.o.','Brno'
'FBP 16 a.s., Lékárna Mariánka','Brno'
'MUDr. Jiří Tomečka','Brno'
'4D FYZIOTERAPIE s.r.o.','Brno'
'Akuterapie s.r.o.','Brno'
'Fyziobarborka, s.r.o','Brno'
'Czech Medical Center s.r.o.','Brno'
'MUDr. Eva Šebestová s.r.o.','Brno'
'Praktická lékařka Brno s.r.o.','Brno'
'RESMÉ s.r.o.','Brno'
'Biologická celostní medicína s.r.o.','Brno'
'MUDr. Zdeněk Brodecký','Brno'
'MUDr. Denisa Jelínková','Brno'
'Chirurgie Brno-Kohoutovice s.r.o.','Brno'
'Mgr. David Janoušek','Brno'
'Bc. HANA BENEŠOVÁ','Brno'
'Mgr. Petra Pospíšilová','Brno'
'Jana Bílá DiS.','Brno'
'Mediclinic a.s.','Brno'
'MUDr. Jan Emmer','Brno'
'NESDENT dentální centrum s.r.o.','Brno'
'NESDENT dentální centrum s.r.o.','Brno'
'MUDr. Roman Hrdina s.r.o.','Brno'
'Effect Art s.r.o.','Brno'
'Remedis, s.r.o.','Brno'
'Sdružení Veleta, z.s.','Brno'
'ÚSMĚV DENT s.r.o.','Brno'
'Radiologie plus, s.r.o.','Brno'
'SALIXILAS s.r.o.','Brno'
'Mgr. LUCIE FRIDRICHOVÁ','Brno'
'Klinika Yes Visage a.s.','Brno'
'Mediclinic a.s.','Brno'
'Urocentrum Brno zdravotní služby s.r.o.','Brno'
'Mgr. Věra Müllerová','Brno'
'OVdent s.r.o.','Brno'
'MUDr. Romana Martonová','Brno'
'MEADERMA s.r.o.','Brno'
'GYNATY s.r.o.','Brno'
'MUDr. Petra Trojanová Ph.D.','Brno'
'MUDr. Dagmar Prokešová-praktická lékařka, s.r.o.','Brno'
'Pro-chirurgie s.r.o.','Brno'
'MUDr. Libor Streit Ph.D.','Brno'
'Chirurgie JT s.r.o.','Brno'
'MUDr. Roman Malý','Brno'
'GUINOT Ma Vie s.r.o.','Brno'
'Kristýna Haluzová DiS.','Brno'
'UROSPOL Brno s.r.o.','Brno'
'Optika Kocandová s.r.o.','Brno'
'MUDr. Pavel Novák','Brno'
'In manus Dei s.r.o., Lékárna U černého orla','Brno'
'Klinická psychologie Mon-R, s.r.o.','Brno'
'EDPRAKTIK s.r.o.','Brno'
'Dermatologie Brno - Lesná s.r.o.','Brno'
'Agentura domácí péče Pomoc, s.r.o.','Brno'
'Columna centrum s.r.o.','Brno'
'MUDr. Jan Mayer, praktický lékař s.r.o.','Brno'
'MUDr. Aleš Kleinbauer','Brno'
'Aktivní zdraví s.r.o.','Brno'
'MUDr. Antonín Koukal, spol. s r.o.','Brno'
'MedMed Brno s.r.o.','Brno'
'KS-Apatyka s.r.o., Lékárna Valentis','Brno'
'Dentapiro s.r.o.','Brno'
'MUDr. Ivana Sedláčková','Brno'
'Intercord LT, s.r.o.','Brno'
'MUDr. Veselá Jaroslava s.r.o.','Brno'
'Oční ordinace - MUDr. Hanák s.r.o.','Brno'
'Fakultní nemocnice Brno, odborné ambulance','Brno'
'MUDr. Dalena Krahulcová s.r.o.','Brno'
'MUDr. Dana Janošková Bogdálková s.r.o.','Brno'
'MUDr. KATEŘINA MIHOLOVÁ','Brno'
'NUTRON, spol. s r.o.','Brno'
'Rehabilitace Jundrov s.r.o.','Brno'
'YES VIP s.r.o.','Brno'
'Neuron Medical s.r.o., Centrum kardiovaskulární péče, rehabilitace Rašínova','Brno'
'MAMICENTRUM s.r.o.','Brno'
'Dalibor Parák DiS.','Brno'
'IFCOR - KLINICKÉ LABORATOŘE, s.r.o.','Brno'
'IFCOR - KLINICKÉ LABORATOŘE, s.r.o.','Brno'
'IFCOR - KLINICKÉ LABORATOŘE, s.r.o., odběrová místnost','Brno'
'IFCOR - KLINICKÉ LABORATOŘE, s.r.o.','Brno'
'MUDr. Vladimír Holoubek s.r.o.','Brno'
'MUDr. Vladimír Holoubek s.r.o.','Brno'
'Praktický lékař Masarykova 31 s.r.o.','Brno'
'IFCOR - KLINICKÉ LABORATOŘE, s.r.o., odběrová místnost','Brno'
'NUTRON, spol. s r.o.','Brno'
'MUDr. Jana Berková s.r.o.','Brno'
'Vaše klinická logopedie s.r.o.','Brno'
'FOX partner, s.r.o.','Brno'
'Nekula fyzioterapie s.r.o.','Brno'
'KS-Apatyka s.r.o., Lékárna Typos','Brno'
'FINIKIA Trade s.r.o., Lékárna Masarova','Brno'
'MUDr. Jana Hudečková s.r.o.','Brno'
'C4Dent, s.r.o.','Brno'
'yvddent s.r.o.','Brno'
'Praktlek s.r.o.','Brno'
'MUDr. Eva Vyskočilová s.r.o.','Brno'
'MUDr. Jana Kopáčková','Brno'
'ORL medicine plus s.r.o.','Brno'
'Ordinace Obřanská s.r.o.','Brno'
'Mgr. ŠÁRKA BOCIANOVÁ','Brno'
'doc. MUDr. HANA JEDLIČKOVÁ Ph.D.','Brno'
'MUDr. Hana Havlová','Brno'
'MUDr. Vendula Valentová','Brno'
'Laserové centrum MUDr. Yvety Štouračové s.r.o.','Brno'
'Michal Navrátil','Brno'
'Michal Navrátil','Brno'
'MUDr. Jana Strmisková s.r.o.','Brno'
'Ocino s.r.o.','Brno'
'SurGal Clinic s.r.o.','Brno'
'naše lékárna, s.r.o.','Brno'
'Bc. Markéta Pospíšková','Brno'
'Centrum plastické chirurgie SurGal Clinic, a.s.','Brno'
'MDDr. Marek Leško','Brno'
'Ortopedie Křídlovická s.r.o.','Brno'
'Praktik Křídlovická s.r.o.','Brno'
'Klofera M+M s.r.o.','Brno'
'Praktik MUDr. Kolářová s.r.o.','Brno'
'Kristýna Haluzová DiS.','Brno'
'MUDr. Martin Fiala','Brno'
'Stoma 32 s.r.o.','Brno'
'CBP KLINIKA s.r.o.','Brno'
'Cerebrovaskulární ambulance s.r.o.','Brno'
'Mgr. et Bc. Michaela Žváčková','Brno'
'Cellthera, s.r.o.','Brno'
'SANATORIUM Helios, spol. s r.o.','Brno'
'NOPADENT s.r.o.','Brno'
'Oftapoint s.r.o.','Brno'
'GEMINI oční optika s.r.o.','Brno'
'Plicní ambulance MUDr. Ilona Binková s.r.o.','Brno'
'RIVODENT CLINIC s.r.o.','Brno'
'MUDr. Dagmar Mrázková s.r.o.','Brno'
'MUDr. Dagmar Mrázková s.r.o.','Brno'
'PLDD Brno - Tuřany, s.r.o.','Brno'
'Ambulance Slatina s.r.o.','Brno'
'Mgr. Simona Danajová','Brno'
'MUDr. Jana Hlaváčková','Brno'
'Revma Plus s.r.o.','Brno'
'LERAM Medical s.r.o.','Brno'
'LERAM Medical s.r.o.','Brno'
'MEDICOM CLINIC a.s.','Brno'
'BENU Česká republika s.r.o., BENU Lékárna','Brno'
'ZUBNÍ ORDINACE CONFIDENTIA s.r.o.','Brno'
'MDDr. Hana Turcu','Brno'
'MUDr. JANA RŮŽIČKOVÁ s.r.o.','Brno'
'Dentalica Brno s.r.o.','Brno'
'ViaRa Salve s.r.o.','Brno'
'Statutární město Brno','Brno'
'Domov pro seniory Mikuláškovo nám., příspěvková organizace','Brno'
'Sdružení Veleta, z.s.','Brno'
'Pomocné ruce, o.p.s.','Brno'
'MUDr. DENISA DOUBKOVÁ','Brno'
'Domov pro seniory Okružní, příspěvková organizace','Brno'
'Domov pro seniory Podpěrova, příspěvková organizace','Brno'
'Domov pro seniory Kosmonautů, příspěvková organizace','Brno'
'Domov pro seniory Foltýnova, příspěvková organizace','Brno'
'Domov pro seniory Vychodilova, příspěvková organizace','Brno'
'Domov pro seniory Kociánka,příspěvková organizace','Brno'
'Domov pro seniory Věstonická, příspěvková organizace','Brno'
'Domov pro seniory Nopova,příspěvková organizace','Brno'
'Domov pro seniory Koniklecová, příspěvková organizace','Brno'
'Domov pro seniory Holásecká, příspěvková organizace','Brno'
'Smart Dentistry s.r.o.','Brno'
'Lékárna JGM, spol. s.r.o','Brno'
'Jana Suchomelová DiS.','Brno'
'Repharm a.s.,LÉKÁRNA AGEL Brno','Brno'
'MDDr. Lenka Švancarová','Brno'
'Bc. Vladimíra Krontorádová','Brno'
'Centrum ambulantní gynekologie a primární péče, s.r.o.','Brno'
'Centrum ambulantní gynekologie a primární péče, s.r.o.','Brno'
'Centrum ambulantní gynekologie a primární péče, s.r.o.','Brno'
'MUDr. Tomáš Veselý s.r.o.','Brno'
'BENU Česká republika s.r.o., BENU Lékárna','Brno'
'MUDr. Ludmila Veselá s.r.o.','Brno'
'ROZKOŠ bez RIZIKA, z. s.','Brno'
'Centrum sociálních služeb,příspěvková organizace','Brno'
'HES Pharma s.r.o., Lékárna Komín','Brno'
'MUDr. Alena Konečná s.r.o.','Brno'
'ORIDENT s.r.o.','Brno'
'Dětská a sportovní ortopedie Ondruš s.r.o.','Brno'
'Fakultní nemocnice Brno, Centrum duševního zdraví','Brno'
'MUDr. Pavla Gablasová, Ph.D.','Brno'
'MUDr. Eva Ottová s.r.o.','Brno'
'MUDr. Štefánia Kyseláková, praktická lékařka s.r.o.','Brno'
'MUDr. Jana Antošová s.r.o.','Brno'
'Sandentes plus s.r.o.','Brno'
'Plastická chirurgie Brno s.r.o.','Brno'
'Neuro Health Centrum s.r.o.','Brno'
'Roman Pacas','Brno'
'Pediatrie Brno-Slatina s.r.o.','Brno'
'MUDr. Martin Smoleja','Brno'
'Simona Studničková','Brno'
'Nemocnice Yes Visage a.s.','Brno'
'ReAktin s.r.o.','Brno'
'Plastická chirurgie MUDr. David Štěpán s.r.o.','Brno'
'Plastická chirurgie MUDr. David Štěpán s.r.o.','Brno'
'Psychiatrie Ponávka s.r.o.','Brno'
'ALLERGOLAND s.r.o.','Brno'
'SANITKA.ORG s.r.o.','Brno'
'VALORE plus,s.r.o.','Brno'
'SALVECOR s.r.o.','Brno'
'Centrum Kociánka, státní příspěvková organizace','Brno'
'MUDr. Silvie Pivničková','Brno'
'Mgr. et Bc. Radka Navrátilová','Brno'
'Jarmila Kovaříková','Brno'
'Agentura VĚTRNÍK, s.r.o.','Brno'
'Ladislava Ryšavá','Brno'
'Bc. Jana Riedlová','Brno'
'Vividus Medical, s.r.o.','Brno'
'PDK Brno s.r.o.','Brno'
'Ordinace Řiháčkovi, s.r.o.','Brno'
'MUDr. Martina Šumberová s.r.o.','Brno'
'TOUBY s.r.o., Lékárna IBC','Brno'
'Mgr. Hana Horáková','Brno'
'Masarykova univerzita','Brno'
'Lékařské centrum zdraví a estetické péče s.r.o.','Brno'
'MUDr. Jitka Němečková, s.r.o.','Brno'
'Bc. Monika Kadlecová','Brno'
'MEDICAL TRANS BRNO s.r.o.','Brno'
'Mini-gyn s.r.o.','Brno'
'EuroPainClinics Brno a.s.','Brno'
'MDDr. Marie Vogtová','Brno'
'Domov Ludmila o.p.s.','Brno'
'JitaDent s.r.o.','Brno'
'Zářivý úsměv s.r.o.','Brno'
'Diamond Dental s.r.o.','Brno'
'MUDr. Jiří Zdražil','Brno'
'MUDr. Pavel Poneš','Brno'
'Bc. Lucie Krupičková, DiS.','Brno'
'Mgr. Pavlína Hrazdirová','Brno'
'VenArt s.r.o.','Brno'
'Klinika K 11, spol. s r.o.','Brno'
'IC Klinika Brno s.r.o.','Brno'
'IC Klinika Brno s.r.o.','Brno'
'MS ortoprotetika s.r.o.','Brno'
'A - ORTO s.r.o.','Brno'
'REGECO, spol. s r.o.','Brno'
'PROTEOR CZ s.r.o.','Brno'
'Ergona Opava s.r.o.','Brno'
'Stomatologie Odstrčil s.r.o.','Brno'
'MUDr. Jana Hajnová s.r.o.','Brno'
'Bc. Kateřina Rampulová','Brno'
'Dents zubní s.r.o.','Brno'
'Šárka Wilhelmová DiS.','Brno'
'Psychologie Brno s.r.o.','Brno'
'NUNN Pharma s.r.o., Lékárna Josefská','Brno'
'Psychiatrie Vyhlídka s.r.o.','Brno'
'Urohealth s.r.o.','Brno'
'Zubní ordinace SG s.r.o.','Brno'
'Mgr. Zuzana Edinová','Brno'
'MUDr. Rostislav Čejka s.r.o.','Brno'
'Bc. Radka Peluhová','Brno'
'ZUBATA s.r.o.','Brno'
'Machač dentist s.r.o.','Brno'
'MUDr. Michal Znojemský, s.r.o.','Brno'
'OPTIME, pedopsychiatrie a psychiatrie s.r.o.','Brno'
'MDDr. Nikola Bošková','Brno'
'Bc. Kamila Bedáňová','Brno'
'CM OPTIK, s.r.o.','Brno'
'Mgr. Veronika Dostálová','Brno'
'CM oční ordinace, s.r.o.','Brno'
'Bc. Johana Scholzová','Brno'
'LOGO plus s.r.o.','Brno'
'Mgr. Helena Dokoupilová','Brno'
'Chronicare Mund s.r.o.','Brno'
'Mediclinic a.s.','Brno'
'Gynekologie MEDA s.r.o.','Brno'
'Psychoterapie SORIE s.r.o.','Brno'
'MUDr. Pavla Pantučková','Brno'
'HOUSE MEDICAL, s.r.o.','Brno'
'MUDr. Vladimíra Foralová s.r.o.','Brno'
'Mgr. Kateřina Honová','Brno'
'TECO Brno, s.r.o., Lékárna Nerudova','Brno'
'NADĚJE','Brno'
'NADĚJE','Brno'
'NADĚJE','Brno'
'Dětský praktik, s.r.o.','Brno'
'TeamPrevent-Santé, s.r.o.','Brno'
'Interna Bystrc s.r.o.','Brno'
'Svět rovnátek s.r.o.','Brno'
'KLÁRA VLACHOVÁ DiS.','Brno'
'Mgr. Jana Hřebíčková','Brno'
'Bc. Petra Zdeňková, Fyzio - pro ženy','Brno'
'HES Pharma s.r.o., Lékárna Bystrc','Brno'
'Michaela Tokárová, DiS.','Brno'
'Helena Doležalová DiS.','Brno'
'Lenka Veselá','Brno'
'BENU Česká republika s.r.o., BENU Lékárna','Brno'
'AUDY s.r.o.','Brno'
'BENU Česká republika s.r.o., BENU Lékárna','Brno'
'SANOMED, spol. s.r.o.','Brno'
', družstvo handicapovaných','Brno'
'Chytrá lékárna a.s.','Brno'
'SIMPLY DENT s.r.o.','Brno'
'Chytrá lékárna a.s.','Brno'
'Chytrá lékárna a.s.','Brno'
'Chytrá lékárna a.s.','Brno'
'Chytrá lékárna a.s.','Brno'
