"NazevZarizeni","Obec"
"MUDr. Věra Jíňová, s.r.o.","Blansko"
"MUDr. Monika Těšíková","Blansko"
"MUDr. Pavel Matuška Ph.D.","Blansko"
"MUDr. Kamil Mazal","Blansko"
"JH - Stoma s.r.o.","Blansko"
"DR. OPTIK Moravia s.r.o.","Blansko"
"MUDr. Michal Grünwald","Blansko"
"Bc. Andrea Mikletičová","Blansko"
"IFCOR - KLINICKÉ LABORATOŘE, s.r.o.","Blansko"
"Bc. PETRA GÄRTNEROVÁ","Blansko"
"Mgr. MARKÉTA KUNCOVÁ","Blansko"
"IFCOR-99, s.r.o.","Blansko"
"SENIOR centrum Blansko, příspěvková organizace","Blansko"
"MUDr. Jiří Danda, s.r.o.","Blansko"
"PETRA KOCANDOVÁ","Blansko"
"Lékárna Korunka s.r.o.","Blansko"
"GEMINI oční optika s.r.o.","Blansko"
"Bc. Klára Nezvalová","Blansko"
"MDDr. DAGMAR KOUDELKOVÁ","Blansko"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr.Max LÉKÁRNA","Blansko"
"MUDr. Jana Jelínková","Blansko"
"MUDr. Marie Dohnalová","Blansko"
"Klára Sáňková DiS.","Blansko"
"Spraveno s.r.o.","Blansko"
"B.ON optik s.r.o.","Blansko"
"GESPROMED s.r.o.","Blansko"
"Irena Vařeková","Blatec"
"MUDr. Vladimír Snopek","Blatnice pod Svatým Antonínkem"
"MUDr. Lýdia Mičkovicová","Blatnice pod Svatým Antonínkem"
"MUDr. Jiří Krša","Blatnice pod Svatým Antonínkem"
"PharmDr. Marie Fojtíková, Maruščina Apatyka","Blatnice pod Svatým Antonínkem"
"Psychiatrická léčebna Lnáře, psychiatrická ordinace","Blatná"
"Danuše Běloušková - rehabilitace","Blatná"
"Lékárna ARNIKA  s.r.o., Lékárna Arnika","Blatná"
"MUDr. Alexandra Váhalová, chirurg","Blatná"
"MUDr. Jana Čmelínská - gynekologická ordinace","Blatná"
"MUDr. Olga Papáčková","Blatná"
"MUDr. Jana Semiginovská, soukr.ordinace - pediatrie","Blatná"
"MUDr. Pavla Krejnická - stomatologická ordinace","Blatná"
"MUDr. Jana Vlachová - stomatologická ordinace","Blatná"
"Hana Hornátová  - domácí zdravotní péče","Blatná"
"MUDr. Jiří Cuhra","Blatná"
"Miloslava Soukupová - rehabilitace","Blatná"
"MUDr. Jaroslav Rach odborná neurologická ambulance","Blatná"
"MUDr. Jaroslav Trávníček - PL pro dospělé","Blatná"
"Váchová Věra - rehabilitace","Blatná"
"Zdravotnická záchranná služba Jihočeského kraje","Blatná"
"MUDr. Ilona Holanová - stomatologická ordinace","Blatná"
"Ariamed s.r.o.","Blatná"
"Nemocnice Písek, a.s., chirurgická ordinace","Blatná"
"MUDr.Zbyněk Hrdlička","Blatná"
"Institut péče o zdraví, s.r.o.","Blatná"
"Nemocnice Písek, a.s., ordinace gynekologie a porodnictví","Blatná"
"MUDr. Roman Petr","Blatná"
"MUDr. Ondřej Drátovský s.r.o.","Blatná"
"MUDr. Jiří Mašek - samostatná ordinace PL - stomatologa","Blatná"
"FRIDENT zubní ordinace a laboratoř s.r.o.","Blatná"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Blatná"
"Hana Češková - domácí péče","Blatná"
"Cliniprax s.r.o.","Blatná"
"MALKAWI s.r.o.","Blatná"
"DERMACENTRUM Schmittová s.r.o.","Blatná"
"MUDr. Zuzana Slavíková","Blatná"
"dioptra optik s.r.o.","Blatná"
"Nemocnice Strakonice, a.s., odborné ambulance","Blatná"
"Lékárna Poliklinika Blatná s.r.o., Lékárna Poliklinika","Blatná"
"MUDr. Yvona Kotroušová, s.r.o.","Blatná"
"Domov pro seniory","Blatná"
"MB Dent, s.r.o.","Blatná"
"LinMed s.r.o.","Blatná"
"MEDIPRAX Blatná s.r.o.","Blatná"
"Alena Schlehuberová - RTG pracoviště","Blatná"
"Bc. Markéta Koubková","Blatná"
"PAVLA KREJNICKÁ DiS.","Blatná"
"SANITKY.Herzig s.r.o.","Blatná"
"ORL Blatná s.r.o.","Blatná"
"MedicalHelp Česká republika s.r.o.","Blatná"
"Bc. KARIN DOUBKOVÁ","Blažovice"
"MUDr. Ivana Hrubá","Blovice"
"MUDr. Karel Naxera","Blovice"
"MUDr. Tomáš Vainar","Blovice"
"Mgr. Milena Sutnarová Lékárna Blovice","Blovice"
"Zlatuše Zuberová, rehabilitace","Blovice"
"MUDr. Blanka Moulisová, ordinace interního lékaře","Blovice"
"MUDr. Yvona Zemanová, alergologie","Blovice"
"MUDr. Jan Zeman, revmatologie","Blovice"
"MUDr. Ilona Vrábelová, praktická zubní lékařka","Blovice"
"MUDr. Josef Žán","Blovice"
"Zdravotnická záchranná služba Plzeňského kraje - výjezdové stanoviště Vlčice","Blovice"
"MUDr. Miloslav Košťák, urologická ambulance","Blovice"
"PRIVAMED a.s., odběrové místo","Blovice"
"MUDr. Pavel Fidler, ortodoncie","Blovice"
"Lenka Šimečková, rehabilitace","Blovice"
"MUDr. Markéta Regentová","Blovice"
"Kardiologická ordinace Nepomuk s.r.o.","Blovice"
"MUDr. Martina Slaníková s.r.o.","Blovice"
"MEDICASON s.r.o.","Blovice"
"Praktik ambulance s.r.o.","Blovice"
"UZDRAVÍ s.r.o.","Blovice"
"OFTHALMOS-KENTRON s.r.o.","Blovice"
"ZabranDent s.r.o.","Blovice"
"Petr Přibáň","Blovice"
"MUDr. Blanka Eliasová","Blovice"
"Odborné zdravotnické zařízení s.r.o.","Blovice"
"MUDr. Tereza Kobrová, DiS.","Blovice"
"Praktik Blovice s.r.o.","Blovice"
"Praktický lékař Blovice, s.r.o.","Blovice"
"Domov pro seniory Vlčice, příspěvková organizace","Blovice"
"Zubní ordinace DENTILKA s.r.o.","Blovice"
"Státní léčebné lázně Bludov, s.p.","Bludov"
"MUDr. Hana Všetečková","Bludov"
"MUDr. Eva Müllerová","Bludov"
"MUDr. Helena Klofáčová","Bludov"
"MUDr. Ivo Mohyla","Bludov"
"Rehabilitace Bludov s.r.o.","Bludov"
"Lékárna Bludov s.r.o.","Bludov"
"Moravské lékárny, s.r.o., OOVL Blučina","Blučina"
"Ambulance VIP s.r.o.","Blučina"
"MUDr. Radka Štrbíková, zubní ordinace","Blížejov"
"Bc. Lenka Kostantinová","Blížejov"
"Cedymed s.r.o.","Blíževedly"
"MUDr. Mgr. Alois Dítě","Blížkovice"
"MUDr. Tomáš Škaroupka","Blížkovice"
"NOVÁ LÉKÁRNA MB s.r.o. - OOVL","Blížkovice"
"Bc. Petra Šerháková","Blížkovice"
"LÉKÁRNA U SALVÁTORA, Nové Město na Moravě, s.r.o., OOVL","Bobrová"
"MUDr. Dagmar Chytrá","Bobrová"
"Centrum pediatrie s.r.o.","Bobrová"
"MUDr. Zuzana Kozárová","Bobrová"
"Irena Ciencialová","Bocanovice"
"MUDr.Václav Novotný","Bochov"
"MUDr. Vlasta Čejková","Bochov"
"PharmDr. Eduard Kantor, Lékárna","Bochov"
"Ordinace Bochov s.r.o.","Bochov"
"MDDr. David Irman","Bochov"
"MUDr. Ludmila Klöpferová","Bochoř"
"MUDr. Rudolf Černín s.r.o.","Bochoř"
"Obec Bochoř","Bochoř"
"MUDr. Ondřej Bartoš","Bohdalov"
"MUDr. Vladimír Chlubna","Bohdalov"
"MUDr. EVA ŠEDÁ","Bohdalov"
"Praxe VPL s.r.o.","Bohdaneč"
"Česká katolická charita","Bohdašín"
"KARDIO - NET s.r.o.","Bohumín"
"MUDr. Ladislav Csakvary","Bohumín"
"MUDr. Evžen Vašulín","Bohumín"
"MUDr. Eliška Lazarová","Bohumín"
"MUDr. Pavel Masařík","Bohumín"
"MUDr. Alena Fojtíková","Bohumín"
"MUDr.Semerová Miluše","Bohumín"
"MUDr. Roman Szarowski","Bohumín"
"Zdravotnická záchranná služba Moravskoslezského kraje, příspěvková organizace","Bohumín"
"Bohumínská městská nemocnice, a.s.","Bohumín"
"MUDr. Potěšil, s.r.o.","Bohumín"
"Mgr. Šárka Petráková","Bohumín"
"MUDr. Martina Kubošová","Bohumín"
"SLEZSKÁ UROLOGIE s.r.o.","Bohumín"
"Dopravní zdravotnictví a.s., Poliklinika Agel Ostrava","Bohumín"
"PAZDRAT s.r.o.","Bohumín"
"PharmDr. Jiří Stachel, Lékárna Melissa","Bohumín"
"Ester Mazurová","Bohumín"
"MUDr. Trachová Marie s.r.o.","Bohumín"
"TMPserv spol. s r.o.","Bohumín"
"Centrum rehabilitační péče s.r.o.","Bohumín"
"MUDr. Václav Chrobák s.r.o.","Bohumín"
"Ordinace praktického lékaře MUDr. Růžena Zavadilová s.r.o.","Bohumín"
"Repharm a.s., LÉKÁRNA AGEL","Bohumín"
"Zubní ordinace Skřečoň, s.r.o.","Bohumín"
"L.C. HARMONY s.r.o.","Bohumín"
"MUDr. Jarmila Warzechová, s. r. o.","Bohumín"
"GynPor ambulance s.r.o.","Bohumín"
"BOKAMED TZ s.r.o.","Bohumín"
"MUDr. Lidie REZNEROVÁ s.r.o.","Bohumín"
"Allergo-Glade-Med s.r.o.","Bohumín"
"Mgr. Šárka Petráková","Bohumín"
"Záblatská ordinace, s.r.o.","Bohumín"
"MUDr. Boris Milberger, neurologie s.r.o.","Bohumín"
"Repharm a.s., LÉKÁRNA AGEL","Bohumín"
"B. Braun Avitum s.r.o.","Bohumín"
"KIRKMED s.r.o.","Bohumín"
"Alergologie Balcárek s.r.o.","Bohumín"
"Bohumínská městská nemocnice, a.s., odborné ambulance","Bohumín"
"MUDr. PAVLÍNA FAGAN","Bohumín"
"AMBORLEX s.r.o.","Bohumín"
"SILESIA MEDICAL, s.r.o.","Bohumín"
"Mgr. YVETTA VASILIU","Bohumín"
"Nemocnice AGEL Ostrava-Vítkovice a.s., ambulance neurologie","Bohumín"
"Psychiatrie Bohumín s.r.o.","Bohumín"
"Centrum sociálních služeb Bohumín, příspěvková organizace","Bohumín"
"Domov Jistoty, příspěvková organizace","Bohumín"
"Slezská diakonie, Salome","Bohumín"
"MEDESA care s.r.o.","Bohumín"
"Mefaort s.r.o.","Bohumín"
"ORTOCENTRUM MSK s.r.o.","Bohumín"
"DIFFERENT PHARMA a.s., BENU Lékárna","Bohumín"
"BENU Česká republika s.r.o., BENU lékárna","Bohumín"
"Charita Bohumín","Bohumín"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Bohumín"
"Krevní centrum s.r.o.","Bohumín"
"Nemocnice s poliklinikou Karviná-Ráj, příspěvková organizace","Bohumín"
"GODMED CZ s.r.o.","Bohumín"
"MUDr. František Zarivnij","Bohuslavice"
"Praktický lékař Javorský s.r.o.","Bohuslavice"
"BAMEDILA s.r.o.","Bohuslavice"
"PL pro D ZZ a ambulance, s.r.o.","Bohuslavice"
"Centrum hiporehabilitace Mirákl o.p.s.","Bohuslavice"
"MUDr. Josef Soukup","Bohuslavice"
"MUDr. Jakub Zeman","Bohuslavice u Zlína"
"MUDr. Jiří Prachař","Bohutín"
"MUDr. Jitka Pírková","Bohuňovice"
"Věra Šindlerová","Bohuňovice"
"Lékárna LEX s.r.o., Lékárna Na středisku","Bohuňovice"
"MUDr. Rychtecká Alice","Bohuňovice"
"Jarmila Ševčíková","Bohuňovice"
"KLINIKA ORPRAL s.r.o.","Bohuňovice"
"ORDINACE PEDIEN s.r.o.","Bohuňovice"
"MUDr. Helena Terberová","Bohušovice nad Ohří"
"Rehabilitace MUDr. Hassan Mezian s.r.o.","Bohušovice nad Ohří"
"ORTOPEDIE LITOMĚŘICE s.r.o.","Bohušovice nad Ohří"
"Engramma s.r.o.","Bohušovice nad Ohří"
"KZ Praktic s.r.o.","Bohušovice nad Ohří"
"MUDr. Ivo Haman","Bojanov"
"BTC TRADE s.r.o., Lékárna DIANA","Bojkovice"
"MUDr. Jaroslava Lerchová","Bojkovice"
"Marta BOŽKOVÁ, MUDR.","Bojkovice"
"MUDr. Eliška Žáčková","Bojkovice"
"MUDr. Olga Klesnilová","Bojkovice"
"""Sdružená stomatologická laboratoř, v.o.s.""","Bojkovice"
"PharmDr. Pavla Bobčíková, Lékárna Dům zdraví","Bojkovice"
"MUDr. Barbora Navrátilová","Bojkovice"
"Alice Pokorná","Bojkovice"
"MUDr. Jindřich Navrátil","Bojkovice"
"MUDr. Hana Petrášová","Bojkovice"
"Sixdent s.r.o.","Bojkovice"
"FiDent s.r.o.","Bojkovice"
"MUDr. Jiří Bobčík, s.r.o.","Bojkovice"
"MUDr. Jana Filkuková","Bojkovice"
"Fyzioterapie Maja, spol. s r.o.","Bojkovice"
"Helena Nohálová, Lékárna U Zlaté rybky - OOVL","Bolatice"
"MUDr. Jana Jankova","Bolatice"
"Inge Čichoňová","Bolatice"
"Mediclinic a.s.","Bolatice"
"MUDr. Táňa Lefnerová","Bolatice"
"MDDr. Anna Enderová","Bolatice"
"MUDr. Lenka Jantošíková","Bolatice"
"GynPorCentrum s.r.o.","Bolatice"
"DaJOBoldent s.r.o.","Bolatice"
"DZS PRAJZSKÁ, s.r.o.","Bolatice"
"General practitioner s.r.o.","Bolatice"
"Klára Dominiková","Bolatice"
"MUDr. Vladimíra Donné","Boleradice"
"Poliklinika Bor","Bor"
"MUDr. Jiří Procházka, privátní zubní ordinace","Bor"
"Ivana Příkaská, soukromá zubní laboratoř","Bor"
"MUDr. Miluše Kačerová, oční ordinace","Bor"
"MUDr. Jan Špeta","Bor"
"MUDr. Lenka Mácová, samostatná ordinace stomatologa","Bor"
"MUDr. Zdeňka Turčová, neurologická ordinace","Bor"
"MUDr. Miroslav Bešťák, praktický lékař pro dospělé","Bor"
"Miroslav Kořínek, dopravní zdravotní služba","Bor"
"MUDr. Hana Bultasová","Bor"
"MUDr. Roman Hranička, samostatný lékař léčebné rehabilitace","Bor"
"MUDr. Lubomír Bartůněk, kardiologická ordinace","Bor"
"Ivana Horníčková, rehabilitace, léčebná tělesná výchova","Bor"
"Městská charita Plzeň, pracoviště Bor u Tachova","Bor"
"MUDr. Naděžda Petrášová","Bor"
"MUDr. Alexandr Kókay","Bor"
"Dopravní zdravotnictví, a.s., Poliklinika Agel Plzeň","Bor"
"MUDr. Miroslav Bešťák, praktický lékař pro dospělé","Bor"
"MUDr. Lenka Faltová, dermatologické centrum Bor","Bor"
"Gynekologicko - porodnická praxe MUDr. Klicman Ondřej s.r.o.","Bor"
"MUDr. Jiří Chaloupecký, urologie","Bor"
"MUDr. Milan Krajčík, pracovně lékařské služby","Bor"
"MUDr. Karel Máca, privátní zubní praxe s.r.o.","Bor"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Bor"
"A-SHINE s.r.o.","Bor"
"PEDIATRIE West, s.r.o.","Bor"
"Miloslava Turková","Bor"
"SportsMed Consultation s.r.o.","Bor"
"Zdravotnická záchranná služba Plzeňského kraje, příspěvková organizace","Bor"
"Pediatrie Bor s.r.o.","Bor"
"Filip Brückner","Bor"
"MUDr. Tomáš Mádr","Bor"
"Diecézní charita Plzeň","Bor"
"MEDICA SEVER s.r.o.","Bor"
"MUDr. Dagmar Paťhová - ambulantní pediatrie","Borek"
"SVDP, s.r.o.","Borek"
"MUDr. Anežka Novotná-praktický lékař, s.r.o.","Borkovany"
"MUDr. Věra Stejskalová","Borohrádek"
"MUDr. Milena Ulbrichová","Borohrádek"
"LBORO s.r.o., Lékárna","Borohrádek"
"MUDr. Helena Štefanová","Borohrádek"
"BOROmedic s.r.o.","Borohrádek"
"Domovy na Orlici","Borohrádek"
"MUDr. Ivana Hlaváčová s.r.o.","Borotice"
"MUDr. Květuše Brožová","Borotín"
"MUDr. Šup Milan","Borovany"
"MUDr. Černý Věnceslav","Borovany"
"LIPOZOM s.r.o., Lékárna U Zlaté rybky","Borovany"
"Dětská ordinace AgaMa, s.r.o.","Borovany"
"Alice Bízková Nehodová","Borovany"
"Rehabilitace Borovany s.r.o.","Borovany"
"Domácí péče ""Světlo"" s.r.o.","Borovany"
"Optika Hosnedl s.r.o.","Borovany"
"MUDr. Jaroslav Grodl","Borová"
"MUDr. Martin Plšek","Borová"
"MUDr.Ivan Kolář - praktický lékař, internista","Borová Lada"
"PhDr. Jana Tláskalová","Borová Lada"
"MUDr. Vojtěch Klimecký","Bory"
"MUDr. JIŘÍ PULEC","Bory"
"MUDr. Tomáš Dacík","Boršice"
"MUDr. Petra Matějíčková","Boršice"
"MUDr. Dagmar Kořistková","Boršice"
"Lékárna Boršice s.r.o.","Boršice"
"Gyn BaB s.r.o.","Boršice"
"Marcela Frolová","Boršice u Blatnice"
"NEJA Praktik s.r.o.","Boršice u Blatnice"
"Oblastní spolek Českého červeného kříže Blansko","Boskovice"
"MUDr. Hana Dvořáčková","Boskovice"
"LEBO, s.r.o., Lékárna LEBO 1","Boskovice"
"MUDr. Libuše Pernicová","Boskovice"
"MUDr. Pavel Kraml","Boskovice"
"MUDr. Jaroslav Novosad","Boskovice"
"Alice Ocásková","Boskovice"
"Martina Koblasová","Boskovice"
"MUDr. Alena Bránská","Boskovice"
"Mgr. Eva Moučková","Boskovice"
"MUDr. Patrik Mosler","Boskovice"
"MUDr. Hana Dvořáčková","Boskovice"
"MUDr. Alena Krušinová","Boskovice"
"LEBO, s.r.o., Lékárna Arkleb","Boskovice"
"Zdravotnická záchranná služba Jihomoravského kraje, příspěvková organizace","Boskovice"
"Nemocnice Boskovice s.r.o.","Boskovice"
"MUDr. Vítězslav Mejzlík","Boskovice"
"MUDr. Karel Padalík","Boskovice"
"MUDr. Martina Přichystalová","Boskovice"
"MUDr. Jan Machač","Boskovice"
"MUDr. Tatiana Kutlíková","Boskovice"
"MONOMED, s.r.o.","Boskovice"
"MUDr. Rula Machačová","Boskovice"
"MUDr. Martin Chatrný s.r.o.","Boskovice"
"MUDr. Hana Rosenbergová","Boskovice"
"Jihomoravské dětské léčebny, příspěvková organizace","Boskovice"
"HIPPOKRATES BOSKOVICE a.s., Lékárna Hippokrates","Boskovice"
"MUDr. Ilona HEGEROVÁ s.r.o.","Boskovice"
"MUDr. Libor Polák","Boskovice"
"hedica s.r.o.","Boskovice"
"MUDr. Lucie Mahelová s.r.o.","Boskovice"
"MUDr. Hana Dvořáková","Boskovice"
"MUDr. Hana Dvořáková","Boskovice"
"Miloslav Otava","Boskovice"
"STOMATOLOGIE Jaklová s.r.o.","Boskovice"
"STOMATOLOGIE Lukeš s.r.o.","Boskovice"
"DK ortho s.r.o.","Boskovice"
"Odborná plicní ambulance s.r.o.","Boskovice"
"MUDr. Jana Klímová s.r.o.","Boskovice"
"MUDr. Miroslav Klíma s.r.o.","Boskovice"
"MDDr. Jiří Janáč, s.r.o.","Boskovice"
"Dita Bělská","Boskovice"
"Magistr TOM s.r.o., Lékárna + zdravá výživa","Boskovice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Boskovice"
"UROMAK s.r.o.","Boskovice"
"Kamila Sychrová, DiS.","Boskovice"
"MUDr. Jitka Albertová, ORL a dětská ORL ambulance","Boskovice"
"Aleš Kejík","Boskovice"
"MUDr. Dagmar Vymazalová s.r.o.","Boskovice"
"Mgr. Lukáš Otava","Boskovice"
"Femina.care s.r.o.","Boskovice"
"IFCOR - AMBULANCE, s.r.o.","Boskovice"
"DOBIMED s.r.o.","Boskovice"
"Mazal, s.r.o.","Boskovice"
"MUDr. Hana Sychrová s.r.o.","Boskovice"
"GYNPART s.r.o.","Boskovice"
"MUDr.Petra Janováčová, s.r.o.","Boskovice"
"MUDr. Roglič s.r.o.","Boskovice"
"MUDr. Milena Ošmerová MUDr. Romana Kozumplíková Imuno-alergologie s.r.o.","Boskovice"
"MUDr. Konopáčová - praktické lékařství s.r.o.","Boskovice"
"MUDr. Kamil Mazal","Boskovice"
"MUDr. Milan Janáč s.r.o.","Boskovice"
"ESPIET CLINIC s.r.o.","Boskovice"
"MUDr. Pavel Menšík","Boskovice"
"Stomatologie Grénarová s.r.o.","Boskovice"
"Dental4YOU s.r.o.","Boskovice"
"Zdravotní doprava Václav Jordán s.r.o.","Boskovice"
"Nemocnice Boskovice s.r.o., Lékárna","Boskovice"
"MUDr. Dana Kejíková s.r.o.","Boskovice"
"MUDr. Nečasová Jaroslava s.r.o.","Boskovice"
"IFCOR - KLINICKÉ LABORATOŘE, s.r.o, sběrné místo","Boskovice"
"ASKABO, s.r.o.","Boskovice"
"Zdravá srdce s.r.o.","Boskovice"
"Městská správa sociálních služeb","Boskovice"
"Radiologie plus, s.r.o.","Boskovice"
"Chirurgie Boskovice s.r.o.","Boskovice"
"Irena Novotná","Boskovice"
"MORASPOL s.r.o., Lékárna","Boskovice"
"percley pro s.r.o.","Boskovice"
"Ambulance Boskovice s.r.o.","Boskovice"
"Marcela Loubalová","Boskovice"
"Alergo-imuno-MAT s.r.o.","Boskovice"
"MUDr.Putíková Stanislava","Bouzov"
"MUDr. Jaroslav Čampiš","Bouzov"
"MUDr. Helena Valentová, dětský lékař","Bozkov"
"Domov pro seniory Hortenzie","Bořanovice"
"Mediclinic a.s.","Bořetice"
"MUDr. Dana Korbová","Božejov"
"MUDr. Jana Hlaváčová","Božejov"
"MUDr. Marcela Hnízdilová","Božice"
"LÉKÁRNY HYTYCH s.r.o., OOVL L U sv. Tadeáše","Božice"
"MEDIRAD, spol. s r.o.","Božice"
"Lukáš Pospíchal","Božice"
"Domov Božice, příspěvková organizace","Božice"
"""PEDIATRIA LITVÍNOV s.r.o.""","Brandov"
"LP-Medical s.r.o.","Brandov"
"Eva Meisnerová, rehabilitace","Brandýs nad Labem-Stará Boleslav"
"MUDr. Růžena Oraná","Brandýs nad Labem-Stará Boleslav"
"MUDr. Zdeňka Franková","Brandýs nad Labem-Stará Boleslav"
"Ivana Dohnalová, stomatologická laboratoř","Brandýs nad Labem-Stará Boleslav"
"MUDr. Dagmar Zimolová","Brandýs nad Labem-Stará Boleslav"
"MUDr. Jana Zdvihalová","Brandýs nad Labem-Stará Boleslav"
"MUDr. Věra Vaňková","Brandýs nad Labem-Stará Boleslav"
"MUDr. Dorota Kadlecová","Brandýs nad Labem-Stará Boleslav"
"MUDr. Jaroslav Štrupl","Brandýs nad Labem-Stará Boleslav"
"Mgr. Libuše Čížková","Brandýs nad Labem-Stará Boleslav"
"MUDr. Jaroslav Polach","Brandýs nad Labem-Stará Boleslav"
"MUDr. Vladimír Vipler","Brandýs nad Labem-Stará Boleslav"
"MUDr. Michael Diviš","Brandýs nad Labem-Stará Boleslav"
"MUDr.Věra Lonská","Brandýs nad Labem-Stará Boleslav"
"MUDr.Jůzová Eva - urologická ambulance","Brandýs nad Labem-Stará Boleslav"
"MUDr. Jana Svobodová","Brandýs nad Labem-Stará Boleslav"
"MUDr. Kamila Kotíková","Brandýs nad Labem-Stará Boleslav"
"PP Hospitals, s.r.o., Nemocnice Brandýs nad Labem","Brandýs nad Labem-Stará Boleslav"
"PETEROVÁ - MED s.r.o.","Brandýs nad Labem-Stará Boleslav"
"MUDr. I. Čierná Peterová s.r.o.","Brandýs nad Labem-Stará Boleslav"
"MEDIAMB s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Jana Solilová, Optometrie","Brandýs nad Labem-Stará Boleslav"
"CHIRURGIE, RADIODIAGNOSTIKA s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Mgr. Eva Kalvasová, Ph.D., fyzioterapie","Brandýs nad Labem-Stará Boleslav"
"Pediatrie Brosch s.r.o.","Brandýs nad Labem-Stará Boleslav"
"MEDI-Sirius, s.r.o.","Brandýs nad Labem-Stará Boleslav"
"OČNÍ ORDINACE Brandýs nad Labem s.r.o.","Brandýs nad Labem-Stará Boleslav"
"MDDr. Renata Viktorová","Brandýs nad Labem-Stará Boleslav"
"ELENOR s.r.o., Lékárna U sv. Ludmily","Brandýs nad Labem-Stará Boleslav"
"MUDr. Marcela Kalužová","Brandýs nad Labem-Stará Boleslav"
"MEDICUS SERVICES s.r.o.","Brandýs nad Labem-Stará Boleslav"
"DK všeobecné lékařství Brandýs s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Pediatrická ambulance Brandýs/L. s.r.o.","Brandýs nad Labem-Stará Boleslav"
"MUDr. Krátká Dagmar s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Ortopedie - Sportmed s.r.o.","Brandýs nad Labem-Stará Boleslav"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Brandýs nad Labem-Stará Boleslav"
"Praktický lékař MUDr. Stanislav Bambas s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Stanislav Nekola, zubní laboratoř","Brandýs nad Labem-Stará Boleslav"
"Naděžda Dominiková, zubní laboratoř","Brandýs nad Labem-Stará Boleslav"
"Ludmila Kratochvílová, zubní laboratoř","Brandýs nad Labem-Stará Boleslav"
"KOŽNÍ ORDINACE Brandýs nad Labem s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Praktik Stabo s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Pediatrie Stará Boleslav s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Mgr. Pavlína Froňková, klinický logoped","Brandýs nad Labem-Stará Boleslav"
"CAFY P.T. s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Ivona Peterková","Brandýs nad Labem-Stará Boleslav"
"Interní ordinace s.r.o.","Brandýs nad Labem-Stará Boleslav"
"PRAKORD s.r.o.","Brandýs nad Labem-Stará Boleslav"
"DIACENTRUM Brandýs n.L. s.r.o.","Brandýs nad Labem-Stará Boleslav"
"ANTEROLI s.r.o.","Brandýs nad Labem-Stará Boleslav"
"PROFYZ s.r.o.","Brandýs nad Labem-Stará Boleslav"
"VIDIA-DIAGNOSTIKA, spol. s r.o., odběrová místnost","Brandýs nad Labem-Stará Boleslav"
"Alergologická ambulance s.r.o.","Brandýs nad Labem-Stará Boleslav"
"TopHelp s.r.o.","Brandýs nad Labem-Stará Boleslav"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Brandýs nad Labem-Stará Boleslav"
"Renturi s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Renturi s.r.o.","Brandýs nad Labem-Stará Boleslav"
"MUDr. Pavlína Lichtenberková","Brandýs nad Labem-Stará Boleslav"
"Bc. Nováková Věra","Brandýs nad Labem-Stará Boleslav"
"MK medicol plus s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Home PROFI Care s.r.o.","Brandýs nad Labem-Stará Boleslav"
"DIARESEARCH s.r.o.","Brandýs nad Labem-Stará Boleslav"
"OptikaMarketa s.r.o.","Brandýs nad Labem-Stará Boleslav"
"VIAM SALUTIS s.r.o.","Brandýs nad Labem-Stará Boleslav"
"Optika Jana s. r. o.","Brandýs nad Labem-Stará Boleslav"
"Vyšší Hrádek, poskytovatel sociálních služeb","Brandýs nad Labem-Stará Boleslav"
"Pilulka Lékárna a. s.","Brandýs nad Labem-Stará Boleslav"
